Job Title,Company/Organization,Location,Job Link
Part-Time Member Engagement & Data Manager (Contract),New Economy Coalition,Remote,https://airtable.com/appXHdA8iDFUxeuYh/pagQURdDW53c7lg3X/form
Pennsylvania Science & Technology Policy AI Fellow,Pennsylvania State Legislature,"Harrisburg, PA",http://bit.ly/43nXcCs
Deputy Chief Technology Officer- Network Services,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Deputy-Chief-Technology-Officer-Network-Services-%28SPSA-Opt_-3%29-IL-62702-5170/1283914700/?utm_campaign=doitrtjb
Berkman Klein Center Call for Applications: 2025-2026 BKC Fellowship,The Berkman Klein Center for Internet & Society at Harvard University,"Cambridge,MA",https://cyber.harvard.edu/getinvolved/fellowships/2526Fellows
Chief Executive Officer,Integrity Institute,USA,https://integrityinstitute.org/careers
Project Manager,Microsoft,New York City,https://us.microsoft.talentnet.community/jobs/b4a59af6-ce44-491b-a30e-24938bd42230
Research Assistant on Digital Government,University College London,"London, United Kingdom",https://docs.google.com/document/d/1JJhR0mPpsHJGaj2lDWOyYt3wdXIewm8G/edit
Technology and Human Rights Fellowship,Harvard Kennedy School Carr Center for Human Rights Policy,Remote,https://www.hks.harvard.edu/centers/carr/opportunities/fellowship-opportunities/technology-and-human-rights-fellowship
Account Manager,Ameelio,Remote,https://ameelio.breezy.hr/p/16f626d60e2f-account-manager
The McCourt School Tech & Public Policy Spring 2024 Visiting Fellows Application,Georgetown University,"Washington, D.C.",https://docs.google.com/forms/d/e/1FAIpQLSdwoe6vpkcy96TvW5GAml2rh1pKc8lNePVVRWnZMS4DRWWoew/viewform
Director of Digital Transformation,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Director-of-Digital-Transformation-%28SENIOR-PUBLIC-SERVICE-ADMINISTRATOR%2C-OPT_-3%29-IL-62702-5170/1231008200/?utm_campaign=doitrtjb
Principal Software Engineer,Ameelio,Remote,https://ameelio.breezy.hr/p/272d7d9e67e5-principal-software-engineer-ruby-on-rails
Customer Success Manager - Public Sector,Salesforce,"Office-flexible (2-3 days/week in office, Seattle/Bellevue, Chicago/Indianapolis, Atlanta, Washington DC)",https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/Virginia---Mclean/Customer-Success-Manager---Public-Sector_JR254038?q=responsible
Researcher / Senior Researcher - AI Policy and Standards,Institute for AI Policy and Strategy,"This role is fully remote, and we are able to legally hire in most countries, though we have a preference for one of our two roles to be based in Washington DC.",https://careers.rethinkpriorities.org/postings/8457d224-4e31-477a-9cbe-84b2f86f897d?token=vVPxvrQea1sRUBejg4asx3ZH
Programs Manager,Issue One,"Washington, DC",https://issueonereform.bamboohr.com/careers/79
Chief Data Officer,State of Illinois,"Chicago, IL",https://illinois.jobs2web.com/job/Chicago-Chief-Data-Officer-%28SENIOR-PUBLIC-SERVICE-ADMINISTRATOR%2C-OPT-3%29-IL-60661/1203086600/?utm_campaign=doitrtjb
Cyber & Technology Innovation Research Internship FALL 2024,Foundation for Defense of Democracies,Washington DC (hybrid),https://fdd.applicantpro.com/jobs/3436331
Project Manager (Contract),Microsoft,"Washington, DC or Redmond, WA",https://us.microsoft.talentnet.community/jobs/6803919e-f87c-4f9b-9c11-6948fef4fc2f?group_attribute=sponsor_referral
Project Lead i4J,University of Arizona,"Tucson, Arizona",https://arizona.csod.com/ux/ats/careersite/4/home/requisition/18958?c=arizona
Civic Engagement Manager,YVote,"New York, New York",https://docs.google.com/document/d/1QfMLPsdHiikIbLE1Gruvb37qUImhwcpNiDuZEhuoIp4/edit
Director of AI & Democracy,Aspen Digital,"Washington, DC",https://aspeninstitute.hrmdirect.com/employment/view.php?req=3094474
Data Scientist Volunteer,Redo.io,Remote,https://solveforgood.org/proj/56/
"Senior Advisor - Gender, Women, and Democracy",National Democratic Institute,Washington DC,https://recruiting.ultipro.com/NAT1051NDEM/JobBoard/79dbb2b6-6a4f-4628-a401-e37889b022fc/OpportunityDetail?opportunityId=27363489-b4af-4e77-bace-aa60684bee48
Product Manager ll,Democracy Works,Remote (U.S.),https://boards.greenhouse.io/democracyworks/jobs/5980373003
Senior Software Engineer,Democracy Works,Remote (U.S.),https://boards.greenhouse.io/democracyworks/jobs/5974034003
IT System Administrator II,Metropolitan Area Planning Council (MAPC),"Boston, MA",https://www.governmentjobs.com/careers/mapc/jobs/4524406/it-system-administrator-ii?pagetype=jobOpportunitiesJobs
"Policy Specialist, Trust and Safety",Google,"Atlanta, GA",https://www.google.com/about/careers/applications/jobs/results/100968798638482118-policy-specialist-trust-and-safety
Data Analytics Manager,State Voices,Remote (U.S.),https://www.statevoices.org/careers/data-analytics-manager/
Clinical Assistant Professor of Cybersecurity,New York University,"New York, NY",https://apply.interfolio.com/143483
AI Governance Fellow/Senior Fellow - Wadhwani Cetner for AI and Advanced Technologies,Center for Strategic and International Studies (CSIS),Washington DC,https://careers.csis.org/opportunities/1480
Academic-year Externships,Center for Democracy & Technology (CDT),"Washington, D.C.",https://cdt.org/job/academic-year-externships/
