Job Title,Company/Organization,Location,Job Link
Tech Policy Press Fellowship 2026,Tech Policy Press,Remote,https://www.techpolicy.press/call-for-applications-2026-tech-policy-press-fellowship-program/
VP of U.S. Policy,Future of Privacy Forum,"Washington, D.C.",https://fpf.org/vice-president-of-u-s-policy/
Senior Policy Manager,OpenMined,"Remote | Brussels, Berlin, Paris, Dublin, or Amsterdam",https://apply.workable.com/openmined/j/93882E391C/
CITP Technology Fellows Program,Princeton University,"Princeton, NJ",https://citp.princeton.edu/programs/citp-technology-fellows-program
Policy Researcher,Ada Lovelace Institute,London,https://app.beapplied.com/apply/q6sgozzur4?utm_source=atih
"Principal, Programs (Technology Policy)",Omidyar Network,Washington DC,https://grnh.se/ig9b3d3m1us
Senior Research Manager or Director of Research – Artificial Intelligence Policy (Multiple Roles Across Teams and Titles),Institute for AI Policy and Strategy,"emote (we are able to hire in most countries), with a preference for candidates who are based or would be willing to relocate to Washington, D.C., or the San Francisco Bay Area (visa sponsorship available)",https://form.fillout.com/t/5jhn4ESHm2us
Researchers / Senior Researchers – Artificial Intelligence (AI) Policy and Strategy,Institute for AI Policy and Strategy (IAPS),"remote (we are able to hire in most countries), with a preference for candidates who are based or would be willing to relocate to Washington, D.C., or the San Francisco Bay Area (visa sponsorship available)",https://form.fillout.com/t/uGRXDEDequus
Chief Compliance Officer,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Chief-Compliance-Officer-%28SPSA-Opt_-1%29-IL-62702-5170/1310919300/?utm_campaign=doitrtjb
Executive Director of Digital Suppression/Women’s Rights Program,Center for Intimacy Justice,Remote,https://www.intimacyjustice.org/careers
Communications and Research Manager,"Penn Center for Media, Technology, and Democracy","Philadelphia, PA, USA",https://wd1.myworkdaysite.com/recruiting/upenn/careers-at-penn/job/Amy-Gutmann-Hall/Communications-and-Research-Manager---Penn-Center-for-Media--Technology--and-Democracy_JR00107808
Congressional Innovation Fellowship,TechCongress,"Washington, D.C.",https://techcongress.io/apply
Administrator / Operations Manager,Tech Justice Law Project,Remote,
Policy Team Lead - Frontier AI Security Regime,"UK Department for Science, Innovation and Technology",London,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTUzMDY2JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTEzMzY1MzU2NyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEmc2VhcmNoc29ydD1zY29yZSZyZXFzaWc9MTc0Nzg1OTY0Mi03N2MwMTIwNWZjNjRjZDE4MDYxZWU3MGNjZDBkZWQxODFiZmEyN2Ji
Pennsylvania Science & Technology Policy AI Fellow,Pennsylvania State Legislature,"Harrisburg, PA",http://bit.ly/43nXcCs
(UK) Policy Advisor - AI Safety & Security,ControlAI,London,https://jobs.eu.lever.co/controlai/1278d31e-37e9-49c8-8b2f-3d43ba6c25fc
2025 AI Policy Fellowship: Institute for Al Policy and Strategy,Institute for Al Policy and Strategy,"Remote or in-person in Washington, DC",https://www.iaps.ai/fellowship
Research Scholar - Youth in Tech,Stanford University,"Stanford, California, USA",https://careersearch.stanford.edu/jobs/research-scholar-youth-in-tech-28221
Deputy Chief Technology Officer- Enterprise Hosting,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Deputy-Chief-Technology-Officer-Enterprise-Hosting-%28SPSA-Opt_-3%29-IL-62704-1874/1283917400/?utm_campaign=doitrtjb
Deputy Chief Technology Officer- Network Services,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Deputy-Chief-Technology-Officer-Network-Services-%28SPSA-Opt_-3%29-IL-62702-5170/1283914700/?utm_campaign=doitrtjb
Berkman Klein Center Call for Applications: 2025-2026 BKC Fellowship,The Berkman Klein Center for Internet & Society at Harvard University,"Cambridge,MA",https://cyber.harvard.edu/getinvolved/fellowships/2526Fellows
Palmer Fellowship in Policy and Advocacy,Dalhousie University,"Halifax, Canada",https://dal.peopleadmin.ca/postings/18434
"Associate Director, Emerging Technology and Industry Practice",Ada Lovelace Institute,London,https://app.beapplied.com/apply/kefx3rvpmg?utm_source=atih
Executive Director,Surveillance Technology Oversight Project,"New York, NY",https://www.stopspying.org/staff-openings
Chief Executive Officer,Integrity Institute,USA,https://integrityinstitute.org/careers
Information Security & Audit Compliance Manager,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Information-Security-&-Audit-Compliance-Manager-%28SPSA-Opt_-3%29-IL-62762/1268851100/?utm_campaign=doitrtjb
"Director, AI & Data Regulatory Affairs, Global Government Relations",JPMorgan Chase,"New York | Washington, D.C.",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210602377/
Associate General Counsel,Hippocratic AI,Palo Alto,https://jobs.ashbyhq.com/Hippocratic%20AI/7c681144-b55f-4077-b6d7-372a1506c9bd
"Senior Counsel, Intellectual Property and Artificial Intelligence",Walmart,"Bentonville, AR",https://walmart.wd5.myworkdayjobs.com/WalmartExternal/job/Bentonville-AR/Senior-Counsel--Intellectual-Property-and-Artificial-Intelligence_R-2103337-1
AI Policy Lead,Scale,"Washington, D.C.",https://scale.com/careers/4530334005
Senior Trust and Safety Lead,Bluesky,Remote,https://jobs.gem.com/bluesky/am9icG9zdDqd0QSd0hwwvQfMAZNqgJsX
Research and Policy Analyst,New York County District Attorney’s Office,New York City,https://cityjobs.nyc.gov/job/research-and-policy-analyst-in-manhattan-jid-30060
Strategy Associate,AI Security Institute,London,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9MTIwMDA3OTE3JnNlYXJjaHBhZ2U9MSZzZWFyY2hzb3J0PXNjb3JlJmpvYmxpc3Rfdmlld192YWM9MTk0MTQ4OCZyZXFzaWc9MTc0MDI1MDQ0NC02YjE3YjU4ODM2YWRhOTc1MTA3NTBiNjE3OGMzYzViMGExYzZjODY5
Senior Evaluation Officer,eSafety Commissioner,Sydney,https://www.linkedin.com/jobs/view/4138824219/
Research-To-Policy Fellow,University of Washington,Seattle,https://uwhires.admin.washington.edu/ENG/candidates/default.cfm?szCategory=jobprofile&jobhistory=1&szOrderID=242893
Science and Technology Policy Fellowship,Aspen Institute,San Francisco,https://aspenpolicyacademy.org/program/science-and-technology-policy-fellowship/
Deputy Chief Information Security Officer of Operations & Technology,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Deputy-Chief-Information-Security-Officer-of-Operations-&-Technology-%28SPSA-Opt_3%29-IL-62702-5170/1259937900/?utm_campaign=doitrtjb
Research to Policy Fellow,University of Washington,Remote,https://uwhires.admin.washington.edu/ENG/candidates/default.cfm?szCategory=jobprofile&jobhistory=1&szOrderID=242893
Chief Compliance Officer,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Chief-Compliance-Officer-IL-62702-5170/1255293200/?utm_campaign=doitrtjb
Policy Associate or Manager,Global Network Initiative,"Our headquarters are in Washington, DC, but this position can be done from anywhere",https://globalnetworkinitiative.org/gni-job-opportunity-policy-associate-or-manager/
"Associate Manager, Community Policy",DoorDash,Remote,https://boards.greenhouse.io/doordashusa/jobs/6511438
"Senior Associate, Community Policy",DoorDash,Remote,https://boards.greenhouse.io/doordashusa/jobs/6512117
Associate General Counsel,Project Liberty,New York City,https://app.trinethire.com/companies/34219-project-liberty-llc/jobs/101769-associate-general-counsel
"Public Policy Manager, Media and Intellectual Property",Meta,"Washington, D.C., New York City",https://www.metacareers.com/jobs/1732133760892501/
Principal Technology Adviser (AI Compliance),Information Commissioner’s Office,"Wilmslow, Cheshire Edinburgh London Belfast Cardiff",https://ico.wd3.myworkdayjobs.com/en-US/ICO/details/Principal-Technology-Adviser--AI-Compliance-_JR416
Business Council for Ethics of AI Coordinator,UNESCO,Paris,https://careers.unesco.org/job/Paris-Business-Council-for-Ethics-of-AI-Coordinator/810066802/
"Public Policy Lead, National Security",Anthropic,"Washington, D.C.",https://boards.greenhouse.io/anthropic/jobs/4457749008
"Privacy, AI and Data Protection Counsel",Wiz,Remote,https://www.wiz.io/careers/job/4424911006/privacy-ai-and-data-protection-counsel
"Senior Researcher, Technology and Human Rights",Human Rights Watch,Global: multiple locations considered,https://job-boards.greenhouse.io/humanrightswatch/jobs/7774018002
"Vice President, Associate General Counsel – Product & Privacy",Scopely,"Culver City, CA",https://www.linkedin.com/jobs/view/4085624783/
Director (Manager) of Policy & Programs,Equal AI,"Washington, D.C.",https://www.equalai.org/join-us/join-us-careers/
Staff scientist (AI policy and governance),Umeå University,Sweden,https://umu.varbi.com/en/what:job/jobID:775734/
Algorithmic Justice Fellow,American Civil Liberties Union (ACLU),"Washington, D.C.",https://www.aclu.org/careers/apply/?job=7742482002&type=national
"Senior Policy Manager, Content Trust & Safety",DoubleVerify,"London, United Kingdom",https://boards.greenhouse.io/doubleverify/jobs/7705832002
Research Assistant on Digital Government,University College London,"London, United Kingdom",https://docs.google.com/document/d/1JJhR0mPpsHJGaj2lDWOyYt3wdXIewm8G/edit
"Research Scholar, Technology and International Affairs",Carnegie Endowment for International Peace,"Washington, D.C.",https://carnegieendowment.applicantpro.com/jobs/3561710
Policy Counsel,ACLU of Massachusetts,Boston,https://www.aclum.org/en/jobs/technology-liberty-policy-counsel
Technology and Human Rights Fellowship,Harvard Kennedy School Carr Center for Human Rights Policy,Remote,https://www.hks.harvard.edu/centers/carr/opportunities/fellowship-opportunities/technology-and-human-rights-fellowship
"Graduate Assistant, Public Interest Technology Initiative",Barnard College,"New York, New York",https://barnard.wd1.myworkdayjobs.com/en-US/Staff/job/New-York-City-NY/Graduate-Assistant--Public-Interest-Technology-Initiative_JR4331?source=LinkedIn
Privacy Manager,Sovrn,"Boulder, Colorado",https://boards.greenhouse.io/sovrn/jobs/6393006
Global Data and Privacy Senior Advisor,Medtronic,"Northridge, California",https://medtronic.wd1.myworkdayjobs.com/MedtronicCareers/job/Northridge-California-United-States-of-America/Global-Data-and-Privacy-Senior-Advisor_R13552-1
Paragon Fellowship,Paragon Policy Fellowship,Remote,https://airtable.com/appD9YuZjLzgT3p58/pagnaXfOC5ByK0hoY/form
The McCourt School Tech & Public Policy Spring 2024 Visiting Fellows Application,Georgetown University,"Washington, D.C.",https://docs.google.com/forms/d/e/1FAIpQLSdwoe6vpkcy96TvW5GAml2rh1pKc8lNePVVRWnZMS4DRWWoew/viewform
Head of Division - Artificial Intelligence and Emerging Digital Technologies,OECD,"Paris, France",https://jobs.smartrecruiters.com/OECD/744000023282425-head-of-division-artificial-intelligence-and-emerging-digital-technologies?trid=3b3fd07c-0791-4ac8-9ea8-cc2477730cb5
"Head of Division - Digital Connectivity, Economics and Society",OECD,"Paris, France",https://jobs.smartrecruiters.com/OECD/744000023562425-head-of-division-digital-connectivity-economics-and-society
Senior Policy Advisor - AI Policy & Governance,Tony Blair Institute for Global Change,Remote,https://tbinstitute.wd3.myworkdayjobs.com/en-US/TBI/details/Senior-Policy-Advisor---AI-Policy---Governance_JR001354
Security & AI Compliance Governance Associate/ Specialist (f/m/d),SAP,"Walldorf, Delaware",https://jobs.sap.com/job/Walldorf-Security-&-AI-Compliance-Governance-Associate-Specialist-%28fmd%29-69190/1139765701/?feedId=384233&utm_campaign=SAP_Linkedin&utm_source=LILimitedListings
"Product & Privacy Counsel, AI/ML",DigitalOcean,Remote,https://www.digitalocean.com/careers/position/apply?gh_jid=6337078&gh_src=312a08e31us
Foreign Affairs Officer - Direct Hire Authority,United States Federal Government,"Washington, D.C.",https://www.usajobs.gov/job/818244800
"Assistant Professor, Associate Professor, or Full Professor in AI Governance",Northeastern,"Boston, Massachusetts",https://northeastern.wd1.myworkdayjobs.com/careers/job/Boston-MA-Main-Campus/Assistant-Professor--Associate-Professor--or-Full-Professor-in-AI-Governance_R129440
"Privacy Counsel, E-Commerce",TikTok,"New York, New York",https://lifeattiktok.com/search/7428278283806935322
Policy Manager - Artificial Intelligence - Europe,Credo AI,Remote,https://www.credo.ai/jobs?ashby_jid=7d6142ec-e9b7-4c0b-a244-ce670558a12f
Associate Ethics and Privacy Counsel,Novo Nordisk,"Bagsværd, Denmark",https://www.novonordisk.com/careers/find-a-job/job-ad.317296.en_GB.html
"Assistant Professor in Law (Data, AI and/or Technology Law)",London School of Economics Law School,"London, United Kingdom",https://jobs.lse.ac.uk/Vacancies/W/4500/0/440649/15539/assistant-professor-in-law-data-ai-and-or-technology-law
Senior Director of Slack Policy,Salesforce,"San Francisco, Palo Alto, California","https://careers.salesforce.com/en/jobs/jr268491/senior-director-slack-policy/#:~:text=The%20Senior%20Director%20of%20Slack,keep%20Slack%20safe%20and%20compliant"
Senior Privacy Counsel,Apple,"Cupertino, California",https://jobs.apple.com/en-us/details/200571112/senior-privacy-counsel?team=CORSV
Director of Digital Transformation,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Director-of-Digital-Transformation-%28SENIOR-PUBLIC-SERVICE-ADMINISTRATOR%2C-OPT_-3%29-IL-62702-5170/1231008200/?utm_campaign=doitrtjb
"Director, Assistant General Counsel, Global Privacy",Etsy,"Dublin, Ireland",https://etsy.wd5.myworkdayjobs.com/en-US/Etsy_Careers/job/Director--Assistant-General-Counsel--Global-Privacy_JR3997
"Community Manager, Public Technology Leadership Collaborative",Data & Society Research Institute,Work From Home [Remote],https://boards.greenhouse.io/datasocietyresearchinstitute/jobs/7717038002
"U.S. Policy Internships (Spring, Summer, and Fall)",Future of Privacy Forum,"Washington, D.C.",https://fpf.org/us-policy-internships/
Senior Legal Counsel,DeepL,"London, United Kingdom",https://jobs.ashbyhq.com/DeepL/58cab9e4-3365-4b6c-abc3-fdb97f1f3d24?src=LinkedIn
Privacy Champion,JPMorgan Chase & Co,"London, UK",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210557692?utm_medium=jobboard&utm_source=11663
Legal & Support Manager,The Signal Network,East Coast preferred,https://thesignalsnetwork.org/work-with-us/
Fellowships,The Hague Program on International Cyber Security,"Leiden, Netherlands",https://www.thehagueprogram.nl/fellowships
Summer 2025 Intern - Office of Ethical and Humane Use Policy,Salesforce,"San Francisco, CA",https://careers.salesforce.com/en/jobs/jr267543/summer-2025-intern-office-of-ethical-and-humane-use-policy/
Cybersecurity Engineering Manager,State of Illinois,"Springfield, IL",https://illinois.jobs2web.com/job/Springfield-Security-Engineering-Manager-%28SENIOR-PUBLIC-SERVICE-ADMINISTRATOR%2C-OPT-3%29-IL-62702-5170/1227622000/?utm_campaign=doitrtjb
US Programs Associate,Center for Countering Digital Hate,DC,https://counterhate.com/jobs/#us-programs-associate
Senior US Policy Associate,Center for Countering Digital Hate,DC,https://counterhate.com/jobs/#senior-us-policy-associate
Senior Counsel (AI Governance and Technology Policy),ByteDance,"London, United Kingdom",https://jobs.bytedance.com/en/position/7372586626801568009/detail?spread=BSPP2KS
"Spring 2025 Paid Graduate Intern, Democracy and Technology, Policy & Government Affairs",ACLU,Washington DC,https://www.aclu.org/careers/internships/apply/?job=7662370002&type=internships
Psychological and Social Risks (Societal Impacts) Workstream Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4399639101
Evaluations Technical Program Manager and Strategy Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4391608101
UK Government and Parliamentary Affairs Officer,Center for Countering Digital Hate,London,https://counterhate.com/jobs/#Parliamentary-Officer
Resident Experience Director,New Jersey State Office of Innovation,Remote,https://innovation.nj.gov/join/resident-experience-director/
Data and Policy Lead,New Jersey State Office of Innovation,Remote,https://innovation.nj.gov/join/data-and-policy-lead/
Researcher / Senior Researcher - AI Policy and Standards,Institute for AI Policy and Strategy,"This role is fully remote, and we are able to legally hire in most countries, though we have a preference for one of our two roles to be based in Washington DC.",https://careers.rethinkpriorities.org/postings/8457d224-4e31-477a-9cbe-84b2f86f897d?token=vVPxvrQea1sRUBejg4asx3ZH
Manager - Digital & Tech Transformation,Tony Blair Institute for Global Change,Mid-Senior,https://tbinstitute.wd3.myworkdayjobs.com/en-US/TBI/job/United-Kingdom/Manager---Digital---Tech-Transformation_JR001232
Team Leader - AI Opportunities,UK Government,"Birmingham, Cardiff, Darlington, Edinburgh, London, Salford",https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1zY29yZSZzZWFyY2hwYWdlPTEmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xOTIxMjIwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTk0MzU1MzU3JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzI1Mjc0OTEyLTAwNDZkNTg3ODE5NzY5ZTFkYWE5ZjYwZWNhZjQzZGRhYmJmZTk5OGY=
Head of Platform Policy,Snap,"Washington, D.C.",https://wd1.myworkdaysite.com/en-US/recruiting/snapchat/snap/job/Washington-DC/Head-of-Platform-Policy_R0036482?source=LinkedIn
"Chief of Data Analytics, Methodology, and Integration",Stanford University,Palo Alto,https://careersearch.stanford.edu/jobs/chief-of-data-analytics-methodology-and-integration-26628
Software Developer,Stanford University,"Palo Alto, CA",https://careersearch.stanford.edu/jobs/software-developer-26630
"Assistant Dean, Privacy and Technology Law Program",George Washington University Law School,"Washington, D.C.",https://www.gwu.jobs/postings/114218
"Lead Counsel, Trust & Safety (R25760)",Epic Games,"Multiple Locations (New York, Washington, and California)",https://www.epicgames.com/site/en-US/careers/jobs/5282434004
"Child Safety Manager, Government Affairs and Public Policy",Google,"London, UK",https://www.google.com/about/careers/applications/jobs/results/131333727996256966-government-affairs-and-public-policy/
Massive Data Institute Technical Manager - McCourt School of Public Policy,Georgetown University,Remote,https://georgetown.wd1.myworkdayjobs.com/en-US/Georgetown_Admin_Careers/job/Main-Campus/Massive-Data-Institute-Technical-Manager---McCourt-School-of-Public-Policy_JR18291?q=Institute+for+Technology+Law+and+Policy
Presidential Innovation Fellows,Presidential Innovation Fellows,Mid-Senior,https://presidentialinnovationfellows.gov/apply/
"Generalist, Responsible Scaling Team",Anthropic,"San Francisco, California",https://boards.greenhouse.io/anthropic/jobs/4035533008
Internships/Clerkships,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/
Epic Law Fellowship,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/
"Director, Cybersecurity Policy (Europe)",Microsoft,"Brussels, Belgium",
Chief Data Officer,State of Illinois,"Chicago, IL",https://illinois.jobs2web.com/job/Chicago-Chief-Data-Officer-%28SENIOR-PUBLIC-SERVICE-ADMINISTRATOR%2C-OPT-3%29-IL-60661/1203086600/?utm_campaign=doitrtjb
Digital Development Specialist,World Bank Group,"Jakarta, Indonesia",https://worldbankgroup.csod.com/ats/careersite/JobDetails.aspx?id=28589&site=1
Attorney (Tech and Cyber),Central Intelligence Agency,"Washington, DC",https://www.usajobs.gov/job/757210700
UK Public Policy Lead,Ada Lovelace Institute,London,https://app.beapplied.com/apply/ousmkhmyhr?utm_source=alltech
"Policy Lead, Generative AI and Misinformation, Search",Google,"Washington D.C., DC, USA",https://www.google.com/about/careers/applications/jobs/results/122637665701896902
"Program Manager, Emerging Technology, Scientific Advancement, and Global Policy",Harvard University's Belfer Center for Science and International Affairs,"Cambridge, Massachusetts",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?partnerid=25240&siteid=5341&PageType=JobDetails&jobid=2009239#jobDetails=2009239_5341
Senior AI Compliance Counsel,Novo Nordisk,"Bagsværd, Denmark",https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.311321.en_GB.html
"Assistant General Counsel & Director, Global Privacy Office",Leidos,"Reston, Virginia",https://careers.leidos.com/jobs/14600966-assistant-general-counsel-and-director-global-privacy-office
"Deputy General Counsel, Privacy",Atlassian,"San Francisco, California",https://www.linkedin.com/jobs/view/3967402618/?refId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D&trackingId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D
Lead L&C Counsel - Digital & AI,Volvo,"Göteborg, SE",https://jobs.volvogroup.com/job/Göteborg-Lead-L&C-Counsel-Digital-&-AI-417-15/985050255/?feedId=361555
"Senior Corporate Counsel, Global Privacy",Pfizer,"New York, New York",https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---New-York---New-York-City/Senior-Corporate-Counsel--Global-Privacy_4915156-1
Associate Trust & Safety Investigator - Legal Support,Cloudflare,"Singapore, Singapore",https://www.linkedin.com/jobs/view/3971940319/
Policy and Advocacy Lead Positions,Global Partners Digital,United Kingdom,https://apply.workable.com/global-partners-digital/j/258A14C9D6/
Technical Advisor on Artificial Intelligence to EMEIA Public Policy-Freelancer,EY,"Brussels, Belgium",https://careers.ey.com/ey/job/Brussel-Technical-Advisor-on-Artificial-Intelligence-to-EMEIA-Public-Policy-Freelancer-1040/1089679101/
"Policy Development Manager, YouTube Trust and Safety",Youtube,"San Bruno, California","https://www.google.com/about/careers/applications/jobs/results/121691572788961990-policy-development-manager-youtube-trust-and-safety?q=%22Youtube%20Trust%20and%20Safety%22&location=San%20Bruno,%20CA,%20USA&src=Online/Social/Googler_share&SYT="
"UX Design Manager, YouTube Trust and Safety",Youtube,"San Bruno, California","https://www.google.com/about/careers/applications/jobs/results/91137574877176518-ux-design-manager-youtube-trust-and-safety?q=%22Youtube%20Trust%20and%20Safety%22&location=San%20Bruno,%20CA,%20USA&src=Online/Social/Googler_share&SYT="
"Policy Escalations Specialist, Trust and Safety, YouTube (Burmese, English)",Youtube,Singapore,https://www.google.com/about/careers/applications/jobs/results/140151153785479878-policy-escalations-specialist-trust-and-safety-youtube-burmese-english?q=%22Youtube%20trust%20and%20safety%22&location=Singapore&src=Online/Social/Googler_share&SYT=
"Director, YouTube Trust and Safety, APAC",Youtube,Singapore,https://www.google.com/about/careers/applications/jobs/results/126999222640616134-director-youtube-trust-and-safety-apac?q=%22Youtube%20trust%20and%20safety%22&location=Singapore&src=Online/Social/Googler_share&SYT=
Policy Enforcement Manager,Youtube,Singapore,https://www.google.com/about/careers/applications/jobs/results/78603464711512774-policy-enforcement-manager-youtube?q=%22Youtube%20trust%20and%20safety%22&location=Singapore&src=Online/Social/Googler_share&SYT=
"Engagement Abuse Analyst, Trust and Safety",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/128553202206286534-engagement-abuse-analyst-trust-and-safety?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
"Policy Enforcement Manager, YouTube Partner Program",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/93605335438107334-policy-enforcement-manager-youtube-partner-program?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
"Policy Enforcement Manager, Trust and Safety Operations, YouTube",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/77829408525558470-policy-enforcement-manager-trust-and-safety-operations-youtube?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
"Content Specialist Lead, Trust and Safety, YouTube",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/89222052749157062-content-specialist-lead-trust-and-safety-youtube?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
