Job Title,Company/Organization,Location,Job Link
"Senior Manager, Privacy and Data Ethics M/F",Gilead,"Uxbridge, United Kingdom",https://gilead.wd1.myworkdayjobs.com/gileadcareers/job/United-Kingdom---Uxbridge/Senior-Manager--Privacy-and-Data-Ethics-M-F_R0041634-1?sid=132
"Spring 2025 Intern, Privacy & Data Governance",ACLU,"New York, NY / Remote",https://www.aclu.org/careers/internships/apply/?job=7680097002&type=internships
Researcher / Senior Researcher - AI Policy and Standards,Institute for AI Policy and Strategy,"This role is fully remote, and we are able to legally hire in most countries, though we have a preference for one of our two roles to be based in Washington DC.",https://careers.rethinkpriorities.org/postings/8457d224-4e31-477a-9cbe-84b2f86f897d?token=vVPxvrQea1sRUBejg4asx3ZH
"Chief of Data Analytics, Methodology, and Integration",Stanford University,Palo Alto,https://careersearch.stanford.edu/jobs/chief-of-data-analytics-methodology-and-integration-26628
Presidential Innovation Fellows,Presidential Innovation Fellows,Mid-Senior,https://presidentialinnovationfellows.gov/apply/
Presidential Innovation Fellowship (PIF),GSA/TTS,Remote,https://presidentialinnovationfellows.gov/apply/
Internships/Clerkships,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/
Epic Law Fellowship,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/
"Chief, Data Protection and Privacy",United Nations Office for Data Protection and Privacy,New York,https://careers.un.org/jobSearchDescription/238902?language=en
Chief Data Steward,US Department of Labor,"Washington, DC",https://www.usajobs.gov/job/804399300
Chief Data Officer,State of Illinois,"Chicago, IL",https://illinois.jobs2web.com/job/Chicago-Chief-Data-Officer-%28SENIOR-PUBLIC-SERVICE-ADMINISTRATOR%2C-OPT-3%29-IL-60661/1203086600/?utm_campaign=doitrtjb
Data Solutions Architect,Activate,Remote,https://www.activate.org/job-listing#?gh_jid=4372693006
Data Protection Senior Consultant,Sia Partners,"Milan, Italy",https://www.sia-partners.com/en/career/data-protection-senior-consultant
Assistant Director of Business Intelligence and Reporting,ACLU,"New York, New York",https://www.aclu.org/careers/apply/?job=7485225002&type=national
Privacy Strategist (Global Team),Slalom,United States,https://jobs.slalom.com//#/post/a0hHq00000En2bJIAR
Privacy Specialist,FareHarbor,Amsterdam,https://fareharbor.com/careers/jobs/?gh_jid=7290369002
Director of Privacy (Data Counsel),Atlassian,"Seattle, WA",https://www.atlassian.com/company/careers/details/13999
Privacy Counsel,BILL,"San Jose, CA",https://www.bill.com/about-us/jobs?gh_jid=5179636004
Privacy & Security Counsel,Motive,Remote (U.S.),https://ats.comparably.com/api/v1/gh/gomotive/jobs/7320460002
"Risk and Governance Specialist, Global Vendor Operations, YouTube",Google,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/92013051481334470-risk-and-governance-specialist-global-vendor-operations-youtube
Executive Director,Open Environmental Data Project,Remote (U.S.),http://openenvironmentaldata.org/work-with-us
"Manager, Data Protection, FIFA World Cup 2026",FIFA World Cup 2026,Miami,https://jobs.fifa.com/en/postings/21bbc08b-0b9d-4086-a953-c1782b19d238
Data Director,Team4Tech,Remote,https://team4tech.org/corporate-social-impact-technology-in-education-careers/?utm_source=Policy+Opportunities+for+Technologists+Newsletter&utm_campaign=7cb9249097-EMAIL_CAMPAIGN_2020_08_24_09_16_COPY_01&utm_medium=email&utm_term=0_341bed4c3f-7cb9249097-547309871
Head Digital Ethics & Compliance Global Manufacturing and Supply and Global Quality,Takeda,"Zurich, Switzerland",https://takeda.wd3.myworkdayjobs.com/External/job/Zurich-Switzerland/Head-Digital-Ethics---Compliance-Global-Manufacturing-and-Supply-and-Global-Quality_R0117749-1
"Data, Privacy & Technology Counsel II",Erie Insurance Group,"Erie, PA",https://jobs.erieinsurance.com/job/Erie-Data%2C-Privacy-&-Technology-Counsel-II-PA-16530/1143113800/
Digital Transformation Internship: Global Call for 2024,United Nations Development Programme (UNDP),"New York, NY",https://jobs.undp.org/cj_view_job.cfm?cur_job_id=115502
