Job Title,Company/Organization,Location,Job Link
Strategy Associate,AI Security Institute,London,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9MTIwMDA3OTE3JnNlYXJjaHBhZ2U9MSZzZWFyY2hzb3J0PXNjb3JlJmpvYmxpc3Rfdmlld192YWM9MTk0MTQ4OCZyZXFzaWc9MTc0MDI1MDQ0NC02YjE3YjU4ODM2YWRhOTc1MTA3NTBiNjE3OGMzYzViMGExYzZjODY5
Consultancy - Technical Analyst on Social Media Recommender Systems,Amnesty International,Mid-Senior,https://www.linkedin.com/jobs/view/4150362450/
"Director, Model Governance & Monitoring",Paysafe,London,https://jobs.paysafe.com/job/London-Director%2C-Model-Governance-&-Monitoring-EC2V-7AD/1255603000/
"Senior Principal, Generative AI Safety Strategy",Google,Austin | Seattle,https://www.google.com/about/careers/applications/jobs/results/120613495564575430-senior-principal/
"Director of Product Management, Generative AI Privacy & Security",Google DeepMind,"Mountain View or San Francisco, CA",https://boards.greenhouse.io/deepmind/jobs/6512324
Crime and Social Destabilisation Workstream Lead,AI Security Institute (UK),London,https://www.aisi.gov.uk/careers/apply?gh_jid=4399317101
Consultant (AI Red Teamer and Technical Assessor),HCLTech,Remote,https://www.linkedin.com/jobs/view/4143594108/
"Research Engineer, Gemini Safety / AGI Safety & Alignment",Google DeepMind,"London, Zurich, New York, Mountain View or San Francisco",https://boards.greenhouse.io/deepmind/jobs/6617690
Research Intern - Core AI: Responsible AI,Microsoft,"Redmond, Washington",https://jobs.careers.microsoft.com/global/en/job/1804868/Research-Intern---Core-AI%3A-Responsible-AI
Threat Investigator,10a Labs,Remote,https://docs.google.com/forms/d/e/1FAIpQLScq33hFNMk-movOwK2dfviKONiru-qSdITuNUtZtAsy0U6ybA/viewform
Chief Executive Officer,London Initiative for Safe AI (LISA),London,https://london-safe-ai.notion.site/chiefexecutiveofficer
Software Engineer,Gray Swan AI,"Pittsburgh, open to remote in other locations (including international)",https://app.dover.com/apply/Gray%20Swan%20AI/51def902-7263-47f2-a796-d750d00abcbf?rs=84419816
"Staff+ Machine Learning Engineer, Inclusive AI",Pinterest,San Francisco,https://www.pinterestcareers.com/jobs/5036093/staffplus-machine-learning-engineer-inclusive-ai/?gh_jid=5036093
"Research Engineer, Trust & Safety",Anthropic,"San Francisco, New York City",https://boards.greenhouse.io/anthropic/jobs/4459012008
"Research Manager, Interpretability",Anthropic,San Francisco,https://boards.greenhouse.io/anthropic/jobs/4009173008
"Research Scientist, Interpretability",Anthropic,San Francisco / New York City / Seattle,https://boards.greenhouse.io/anthropic/jobs/4020159008
"Research Engineer, Interpretability",Anthropic,San Francisco / New York City / Seattle,https://boards.greenhouse.io/anthropic/jobs/4020305008
"Research Engineer, Societal Impacts",Anthropic,San Francisco,https://boards.greenhouse.io/anthropic/jobs/4251453008
"Associate Director, Digital Product and AI Governance",Consumer Reports,"Yonkers, NY",https://job-boards.greenhouse.io/consumerreports/jobs/4534545007
Senior AI/ML Engineer,Consumer Reports,"Yonkers, NY",https://job-boards.greenhouse.io/consumerreports/jobs/4582543007
Lead AI/ML Engineer,Consumer Reports,"Yonkers, NY",https://job-boards.greenhouse.io/consumerreports/jobs/4531209007
"Senior Manager or Director, Product Management: Responsible AI & Tech",Salesforce,California - San Francisco California - Palo Alto New York - New York Washington - Seattle Washington - Bellevue,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Director--Product-Management--Responsible-AI---Tech_JR275614
"Grants & Partnership Officer (Volunteer, Remote)",International WoMenX in Business for Ethical AI (IWIB4AI),Volunteer,https://www.linkedin.com/jobs/view/4119971195/
"Lead, Strategic Integration, Artificial Intelligence, MENA",World Economic Forum,"Geneva, Switzerland",https://www.linkedin.com/jobs/view/4121102289/?refId=0nhQD8wvTXOPgq1V5QJbWg%3D%3D&trackingId=0nhQD8wvTXOPgq1V5QJbWg%3D%3D
"AIML - Lead Machine Learning Engineer, Global Safety",Apple,"Seattle, Cupertino",https://jobs.apple.com/en-us/details/200578150/aiml-lead-machine-learning-engineer-global-safety
"Senior Applied Scientist, Responsible AI, Singapore – X Delivery",BCG,Singapore,https://careers.bcg.com/global/en/job/51579/Senior-Applied-Scientist-Responsible-AI-Singapore-X-Delivery
Senior Technical AI Ethicist - AI Red Teamer,Salesforce,San Francisco,https://careers.salesforce.com/en/jobs/jr268693/senior-technical-ai-ethicist-ai-red-teamer/
Responsible ML Data Science Engineer,Salesforce,"San Francisco, Palo Alto, Seattle, Bellevue (Washinton), NYC",https://careers.salesforce.com/en/jobs/jr275762/responsible-ml-data-science-engineer/
"AIML - Sr Responsible AI Research Manager, Data & ML Innovation",Apple,Seattle,https://jobs.apple.com/en-us/details/200536602/aiml-sr-responsible-ai-research-manager-data-ml-innovation
"AIML - Sr Engineering Program Manager, Responsible AI",Apple,New York City,https://jobs.apple.com/en-us/details/200571040/aiml-sr-engineering-program-manager-responsible-ai
"Data Scientist, Research, Responsible AI, Trust and Safety",Google,"Washington, D.C.",https://www.google.com/about/careers/applications/jobs/results/128287517509067462-data-scientist-research-responsible-ai-trust-and-safety
"Technical Program Manager II, Responsible AI, Trust and Safety",Google,"Washington, D.C., Seattle, Los Angeles",https://www.google.com/about/careers/applications/jobs/results/87481898665681606-technical-program-manager-ii-responsible-ai-trust-and-safety
"Research Scientist, GenAI Safety Evaluations - Computer Vision",Meta,"New York City, Menlo Park",https://www.metacareers.com/jobs/541673982017370/
"Engineering Manager, Generative AI Safety",Meta,Menlo Park,https://www.metacareers.com/jobs/1160386065054242/
"Postdoctoral Researcher in AI, Privacy Enhancing Technologies, and Reproducibility",University of Oxford,"Oxford, UK",https://www.oii.ox.ac.uk/people/vacancies/
Business Council for Ethics of AI Coordinator,UNESCO,Paris,https://careers.unesco.org/job/Paris-Business-Council-for-Ethics-of-AI-Coordinator/810066802/
Senior Product Manager - AI Safety,Microsoft,"Mountain View (CA), New York City, Redmond (WA)",https://jobs.careers.microsoft.com/global/en/job/1779752/Senior-Product-Manager---AI-Safety
Principal Researcher: AI Trust & Safety,Microsoft,Redmond (WA),https://jobs.careers.microsoft.com/global/en/job/1795991/Principal-Researcher%3A-AI-Trust-%26-Safety
"Software Engineer, Integrity Foundations",OpenAI,San Francisco,https://openai.com/careers/software-engineer-integrity-foundations/
Cambridge Internship in Data Visualization of AI Systems,Microsoft,Cambridge (UK),https://jobs.careers.microsoft.com/global/en/job/1790390/Cambridge-Internship-in-Data-Visualization-of-AI-Systems
Summer 2025 Intern - Responsible AI & Technology Product Analyst,Salesforce,Seattle,https://careers.salesforce.com/en/jobs/jr276107/summer-2025-intern-responsible-ai-technology-product-analyst/
Senior Technical AI Ethicist - AI Red Teamer,Salesforce,"San Francisco, Seattle, Palo Alto, New York City, Bellevue (WA)",https://careers.salesforce.com/en/jobs/jr268693/senior-technical-ai-ethicist-ai-red-teamer/
Responsible ML Data Science Engineer,Salesforce,"San Francisco, Seattle, Palo Alto, New York City, Bellevue (WA)",https://careers.salesforce.com/en/jobs/jr275762/responsible-ml-data-science-engineer/
"Technical Governance and Responsible AI Researcher, Cohere For AI",Cohere,San Francisco,https://jobs.ashbyhq.com/cohere/e3cb621a-75b8-467c-803c-4325fb0c1301
"Public Policy Lead, National Security",Anthropic,"Washington, D.C.",https://boards.greenhouse.io/anthropic/jobs/4457749008
"Research Scientist / Engineer, RSP Evaluations (CBRN, Biosecurity)",Anthropic,San Francisco,https://boards.greenhouse.io/anthropic/jobs/4136414008
"Senior Manager, Responsible AI Business Strategy Team",Salesforce,Paris,https://careers.salesforce.com/en/jobs/jr266884/senior-manager-responsible-ai-business-strategy-team/
EVALS Member Of The Technical Staff,Apollo Research,London,https://jobs.lever.co/apolloresearch/f66ef22f-f96a-42cb-ada9-fd48ce0d5fda
AI Auditor I,BABL AI,Global remote,https://drive.google.com/file/d/1c-_pYBOBBpA0C1UXmLbM-FT9L2Hw2LeA/view?usp=sharing
Machine Learning Engineer,NYU McSilver Institute for Poverty Policy and Research,New York City,https://apply.interfolio.com/160588
Director of Operations and Projects,Climate Change AI,Remote (within United States),https://www.climatechange.ai/hiring/director_operations_projects
Lead Applied Research Scientist - Responsible AI,Salesforce,California - San Francisco Washington - Seattle California - Palo Alto New York - New York Washington - Bellevue,https://careers.salesforce.com/en/jobs/jr268691/lead-applied-research-scientist-responsible-ai/
"Group Technical Program Manager, AI Regulation and Compliance",Microsoft,"New York, United States San Francisco, California, United States Boston, Massachusetts, United States Atlanta, Georgia, United States Redmond, Washington, United States",https://jobs.careers.microsoft.com/global/en/job/1792819/Group-Technical-Program-Manager%2c-AI-Regulation-and-Compliance
"Director, Product Management - Responsible AI",Indeed,Remote,https://www.indeed.com/viewjob?jk=fb1d9585f40d1e3d
Head of Research Projects,Eticas AI,Remote,https://eticas.zohorecruit.com/jobs/Careers/754104000001914013/Head-of-Research-Projects
Director (Manager) of Policy & Programs,Equal AI,"Washington, D.C.",https://www.equalai.org/join-us/join-us-careers/
Senior Product Manager,Protect AI,Seattle,https://jobs.ashbyhq.com/protectai/82f5f748-3633-4c99-9476-1605c7f7097d
"AI Safety Analyst, Google Photos",Google,Bengaluru,https://www.google.com/about/careers/applications/jobs/results/80380391231234758
Postdoctoral Research Fellow in Philosophy/Ethics in AI (AI and Theoretical Philosophy),"Balliol College, University of Oxford",Oxford,https://www.balliol.ox.ac.uk/balliol-people/vacancies/2024/december/postdoctoral-research-fellow-philosophyethics-ai-ai-and
Global AI Safety Fellowship,Impact Academy,San Francisco,https://globalaisafetyfellowship.com
Anthropic AI Safety Fellow,Anthropic,"San Francisco, London",https://boards.greenhouse.io/anthropic/jobs/4308166008
Research Intern - Biomedical AI for Precision Health,Microsoft,"Redmond, WA",https://jobs.careers.microsoft.com/global/en/job/1781702/Research-Intern---Biomedical-AI-for-Precision-Health
Trust and Safety Operations Program Manager,Microsoft,"Atlanta, Georgia",https://jobs.careers.microsoft.com/global/en/share/1788613/?utm_source=Job
"Machine Learning Engineer Internship, AI Energy Score - US Remote",Hugging Face,"New York, New York",https://apply.workable.com/huggingface/j/B952461BFF/
Algorithmic Justice Fellow,American Civil Liberties Union (ACLU),"Washington, D.C.",https://www.aclu.org/careers/apply/?job=7742482002&type=national
Summer Research Fellow,The Institute for Law & AI’s (LawAI),"Remote with ability to attend in-person on-site week in Washington, D.C., July 7-11",https://law-ai.org/summer-research-fellowship-in-law-ai-2025/
"Research Scientist, AI Ethicist",Northeastern University,"Boston, MA",https://apptrkr.com/5788936
Algorithmic Justice Fellow,ACLU,"New York, NY, San Francisco, CA, or Washington, DC",https://www.aclu.org/careers/apply/?job=7742482002&type=national
Red Teaming Data Scientist with Humane Intelligence,Humane Intelligence,Remote,https://docs.google.com/document/d/1V6vPojrjEI_Nf9hBPrjecOFs5QyAje4k1D7a1mwTljw/edit?tab=t.0
Technology and Human Rights Fellowship,Harvard Kennedy School Carr Center for Human Rights Policy,Remote,https://www.hks.harvard.edu/centers/carr/opportunities/fellowship-opportunities/technology-and-human-rights-fellowship
IT Specialist (AI),United States Government,Remote,https://www.usajobs.gov/job/818569300
IT Specialist (AI),United States Government,"San Francisco, California",https://www.usajobs.gov/job/818556000
Director - Program Manager - AI Governance Program,Mastercard,"O'Fallon, Missouri",https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/OFallon-Missouri/Director---Program-Manager---AI-Governance-Program_R-234803?q=AI%20Governance%20Program
"Director, AI Governance",Mastercard,"London, England",https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/London-England-Angel-Lane/Director--AI-Governance_R-234894-1?q=AI%20Governance
Lecturer,Edinburgh University Group,"Edinburgh, Scotland",https://elxw.fa.em3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/11559
The McCourt School Tech & Public Policy Spring 2024 Visiting Fellows Application,Georgetown University,"Washington, D.C.",https://docs.google.com/forms/d/e/1FAIpQLSdwoe6vpkcy96TvW5GAml2rh1pKc8lNePVVRWnZMS4DRWWoew/viewform
Westin Research Center - Privacy and AI Governance Fellows,IAPP,"Portsmouth, New Hampshire",https://recruiting.ultipro.com/INT1087IAPP/JobBoard/2db18b8e-4f9b-4832-830c-dc5f1c5041ae/OpportunityDetail?opportunityId=f700e9d1-fccf-41a0-8080-55508ec59e58
Senior Policy Advisor - AI Policy & Governance,Tony Blair Institute for Global Change,Remote,https://tbinstitute.wd3.myworkdayjobs.com/en-US/TBI/details/Senior-Policy-Advisor---AI-Policy---Governance_JR001354
Security & AI Compliance Governance Associate/ Specialist (f/m/d),SAP,"Walldorf, Delaware",https://jobs.sap.com/job/Walldorf-Security-&-AI-Compliance-Governance-Associate-Specialist-%28fmd%29-69190/1139765701/?feedId=384233&utm_campaign=SAP_Linkedin&utm_source=LILimitedListings
AI Security and Compliance Engineer,Lenovo,"Morrisville, North Carolina",https://jobs.lenovo.com/en_US/careers/JobDetail?jobId=61229&src=LinkedIn#
"Product & Privacy Counsel, AI/ML",DigitalOcean,Remote,https://www.digitalocean.com/careers/position/apply?gh_jid=6337078&gh_src=312a08e31us
"AI Governance, Risk, and Compliance (GRC) Leader",Slalom,"Atlanta, Austin, Boise, Boston, Charlotte, Chicago, Columbus, Dallas, Denver, Detroit, Hartford, Houston, Los Angeles, Miami, Minneapolis, New Jersey, New York City, Orange County, Philadelphia, Phoenix, Portland, Raleigh, Salt Lake City, San Diego, San Francisco, Seattle, Washington DC, Nashville, Kansas City",https://jobs.slalom.com/?nostate=1&tSource=a121R00000NSLLRQA5#/post/a0hPh000001Sks9
AI Governance Expert,EcoVadis,"Barcelona, Catalonia, Spain",https://www.linkedin.com/jobs/view/4046615124/
Risk Management - AI Governance & Integration Lead - Vice President,JPMorgan Chase,"Newark, Delaware",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/job/210571177/?utm_medium=jobboard&utm_source=BuiltInCandidate
"Senior Director, AI Governance",PlayStation,"San Mateo, California",https://job-boards.greenhouse.io/sonyinteractiveentertainmentglobal/jobs/5354258004?gh_src=c81250474us
Policy Manager - Artificial Intelligence - Europe,Credo AI,Remote,https://www.credo.ai/jobs?ashby_jid=7d6142ec-e9b7-4c0b-a244-ce670558a12f
Product Manager - Workflows & Platform,Credo AI,Remote,https://www.credo.ai/jobs?ashby_jid=e6569ce6-feb3-421d-b281-ca22116664ea
Senior Responsible AI Architect,Nvidia,"Santa Clara, California",
"Fellow, A.I. Initiatives",The New York Times,"New York, New York",https://boards.greenhouse.io/thenewyorktimes/jobs/4489049005
"Assistant Professor in Law (Data, AI and/or Technology Law)",London School of Economics Law School,"London, United Kingdom",https://jobs.lse.ac.uk/Vacancies/W/4500/0/440649/15539/assistant-professor-in-law-data-ai-and-or-technology-law
"Research Scientist, Humanity, Ethics and Alignment",Google,"London, United Kingdom",https://boards.greenhouse.io/deepmind/jobs/6351433
Head of AI Governance and Processes,Novo Nordisk,"Ørestad, Denmark",https://careers.novonordisk.com/job/%C3%98restad-Head-of-AI-Governance-and-Processes-Capi/1135881701/
Supervisory Management and Program Analyst (Deputy Chief Artificial Intelligence Officer),United States Government,"Arlington, Virginia",https://www.usajobs.gov/job/816979900
Responsible AI Data Science Engineer,Salesforce,"Sydney, Canberra, Melbourne, Brisbane, Australia",https://careers.salesforce.com/en/jobs/jr268694/responsible-ai-data-science-engineer/
Senior Technical AI Ethicist-AI Red Teamer,Salesforce,"San Francisco, California",https://careers.salesforce.com/en/jobs/jr268693/senior-technical-ai-ethicist-ai-red-teamer/
Senior AI Standards Development Researcher,Beri,Remote,https://www.existence.org/senior-ai-standards-development-researcher
"Sr. Director, Responsible AI Testing, Evaluation, and Alignment",Salesforce,San Francisco,https://careers.salesforce.com/en/jobs/jr268689/sr-director-responsible-ai-testing-evaluation-and-alignment/
Senior Legal Counsel,DeepL,"London, United Kingdom",https://jobs.ashbyhq.com/DeepL/58cab9e4-3365-4b6c-abc3-fdb97f1f3d24?src=LinkedIn
Doctoral Candidate (MSCA) in Ethics for LLM use in Mental Health Context,Euraxess,Germany,https://euraxess.ec.europa.eu/jobs/278928
AI Policy Fellow,Princeton University,"Princeton, New Jersey",https://puwebp.princeton.edu/AcadHire/apply/application.xhtml?listingId=36663
"Research Scientist, Humanity, Ethics and Alignment",Google,"London, UK",https://boards.greenhouse.io/deepmind/jobs/6351433
"Research Scientist Intern, Responsible AI (PhD)",Meta,"Paris, France",https://www.metacareers.com/jobs/881335340637191/
"EU AI Policy, Co-Lead",Pour Demain,Brussels or remote,https://form.jotform.com/242824066874363
AI Safety Engineer,Eleven Labs,"London, New York, San Francisco, Dublin, Berlin, Barcelona",https://jobs.ashbyhq.com/elevenlabs/6d3333c9-fdec-401c-bacf-b9d2436d688f
Risk Management - AI Governance & Integration Lead - Vice President,JPMorganChase,"Newark, Delaware",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210559367
AI Governance Lead,Swift,"London, United Kingdom",https://swift.wd3.myworkdayjobs.com/en-US/Join-Swift/job/London-United-Kingdom/AI-Governance-Lead_2024-13688?source=Linkedin
AI Safety Engineer,xAI,"San Francisco, Palo Alto",https://boards.greenhouse.io/xai/jobs/4531703007
"Research Engineer, Horizons",Anthropic,"London, United Kingdon",https://boards.greenhouse.io/anthropic/jobs/4138859008?gh_src=047ef2a78us
Senior Product Manager in Responsible AI- Intellectual Property,Microsoft,"North America, Central and South America",https://jobs.careers.microsoft.com/global/en/job/1771507/Senior-Product-Manager-in-Responsible-AI--Intellectual-Property
Head of Information Security,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4387817101
Technical advisor - Protocols,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4403452101
Psychological and Social Risks (Societal Impacts) Workstream Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4399639101
Systemic Safety and Responsible Innovation (Societal Impacts) Workstream Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4399653101
Crime and Social Destabilisation (Societal Impacts) Workstream Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4399317101
Evaluations Technical Program Manager and Strategy Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4391608101
Interpretability Researcher - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4387417101
Risk Modelling Researcher – Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380900101
Research Engineer - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380868101
Research Scientist - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380871101
Manager - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380746101
